"Utc","ProcessId","Protocol","LocalAddress","LocalPort","RemoteAddress","RemotePort","State"
"2026-09-09T20:23:05.2246443Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:06.2807285Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:07.3817451Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:08.4478177Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:09.4970523Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:10.5445622Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:11.5866970Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:12.6122568Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:13.6565291Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:14.6993402Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:15.7707105Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:16.8164018Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:17.8528832Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:18.8911028Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:19.9326828Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:20.9648467Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:21.9944467Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:23.0371309Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:24.1236561Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:25.1644814Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:26.1899514Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:27.3010347Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:28.3689037Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:29.4632763Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:30.5537727Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:31.6796204Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:32.7676529Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:33.8594118Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:34.9155582Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:35.9837877Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:37.0316262Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:38.0843284Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:39.1378260Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:40.1921099Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:41.2392377Z","29788","UDP","127.0.0.1","61470","","","Bound"
"2026-09-09T20:23:41.2392377Z","29788","UDP","0.0.0.0","21166","","","Bound"
"2026-09-09T20:23:41.2392377Z","29788","UDP","0.0.0.0","443","","","Bound"
"2026-09-09T20:23:42.3666724Z","29788","TCP","0.0.0.0","21166","0.0.0.0","0","Listen"
